"Year","Major_Name","perc_Men","perc_Women","perc_American","perc_Total"
9,"Professional Pilot ",91.7,8.33,97.2,0.0859
9,"Psychology ",28.4,71.5,92.7,3.38
9,"Public Health ",60,40,100,0.0119
9,"Recreation, Sport, and Tourism ",64.8,35,92.8,1.02
9,"Regional Planning ",56,44,40,0.0596
9,"Rehabilitation ",50,50,100,0.00954
9,"Religion ",33.3,66.7,100,0.0143
9,"Religious Studies ",47.4,52.6,100,0.0453
9,"Rhetoric ",50.8,49.2,98.3,0.282
9,"Russian & E European Studies ",80,20,100,0.0119
9,"Russian Lang & Literature ",50,50,100,0.00954
9,"Russian, E Eur, Eurasian St ",72.2,27.8,100,0.0429
9,"Sculpture ",20,80,100,0.0119
9,"Secondary & Continuing Educ ",33.3,66.7,53.7,0.129
9,"Secondary Education ",42.9,57.1,100,0.0501
9,"Slavic Languages & Literature ",15.4,84.6,69.2,0.031
9,"Social Work ",11.9,88.1,91.5,0.62
9,"Sociology ",38.7,61.1,94.1,1.18
9,"Spanish ",25.6,74.4,90.6,0.661
9,"Special Education ",15.6,84.4,93.6,0.336
9,"Speech & Hearing Science ",5,94.7,96.5,0.811
9,"Speech Communication ",41.4,58.6,98.7,0.899
9,"Statistics ",56.8,43.2,58.7,0.37
9,"Statistics & Computer Science ",81.2,18.8,75,0.0382
9,"Supply Chain Management ",68.6,31.4,100,0.0835
9,"Systems & Entrepreneurial Engr ",73.3,26.7,40,0.0716
9,"Taxation ",46.2,53.8,76.9,0.062
9,"Teaching of Biological Science ",50,50,100,0.00477
9,"Teaching of Chemistry ",66.7,33.3,66.7,0.00716
9,"Teaching of Earth Science ",0,100,100,0.00239
9,"Teaching of English Sec Lang ",26,74,36,0.119
9,"Teaching of French ",14.3,85.7,100,0.0167
9,"Teaching of German ",33.3,66.7,100,0.00716
9,"Teaching of Latin ",0,100,100,0.00477
9,"Teaching of Spanish ",21.4,78.6,100,0.0668
9,"Technical Systems Management ",91.5,8.53,96.9,0.308
9,"Technology Management ",78.8,21.2,15.4,0.124
9,"Theatre ",43.9,56.1,94.4,0.429
9,"Theoretical & Applied Mechans ",84.8,15.2,47.8,0.11
9,"Undeclared ",51.2,48.7,93.1,7.29
9,"Urban Planning ",61.6,38.4,85.5,0.379
9,"Veterinary Medicine ",20.3,79.3,99.4,1.1
9,"VMS - Veterinary Biosciences ",33.3,66.7,38.9,0.0429
9,"VMS - Veterinary Pathobiology ",50,50,62.5,0.0382
9,"VMS-Veterinary Clinical Medcne ",36.7,63.3,60,0.0716
9,"Voice ",23.3,76.7,100,0.0716
10,"Accountancy ",52.8,47.2,73.1,3.03
10,"Actuarial Science ",57.9,42.1,63.7,0.696
10,"Advertising ",30,70,89.5,1.25
10,"Aerospace Engineering ",86.7,13.3,80.4,1.25
10,"African American Studies ",57.1,42.9,85.7,0.0167
10,"African Studies ",66.7,33.3,75,0.0286
10,"Agr & Consumer Economics ",65.7,34.3,84.3,1.46
10,"Agr & Environmental Cmc & Educ ",28.9,71.1,100,0.215
10,"Agr Engineering & Agr Science ",85.4,14.6,97.6,0.0977
10,"Agricultural & Biological Engr ",72.5,27.5,76.3,0.312
10,"Agricultural Education ",33.3,66.7,100,0.0143
10,"Agricultural Engineering ",84.1,15.9,75,0.105
10,"Agricultural Production ",42.9,57.1,100,0.0167
10,"Animal Sciences ",25.5,74.3,92.3,1.43
10,"Anthropology ",34.3,65.7,95,0.479
10,"Applied Mathematics ",58.3,41.7,8.33,0.0572
10,"Architectural Studies ",57.6,42.4,89.1,1.2
10,"Architecture ",53.7,46.3,83.2,0.453
10,"Art and Design ",52.6,47.4,68.4,0.0906
10,"Art Education ",19.8,80.2,91.2,0.217
10,"Art Foundation ",38.7,61.3,91.3,0.358
10,"Art History ",17.9,82.1,78.6,0.0667
10,"Asian Studies ",50,50,66.7,0.0286
10,"Astronomy ",73,27,78.4,0.176
10,"Athletic Training ",26.5,73.5,100,0.0811
10,"Atmospheric Sciences ",60.2,39.8,85.9,0.305
10,"Audiology ",23.8,76.2,100,0.0501
10,"Aviation Human Factors ",93.1,6.93,98,0.241
10,"Biochemistry ",52.5,47.5,77.5,0.486
10,"Bioenergy ",83.3,16.7,75,0.0286
10,"Bioengineering ",63,37,86.5,0.477
10,"Bioinformatics ",81.2,18.8,25,0.0381
10,"Biology ",48.5,51.5,94.4,1.87
10,"Biophysics & Computnl Biology ",81.5,18.5,35.4,0.155
10,"Broadcast Journalism ",30.1,69.9,95.6,0.324
10,"Business Administration ",53.4,46.6,37.9,0.138
10,"Business Administration (MBA) ",69.3,30.4,72.4,0.76
10,"Business Process Management ",52.2,47.8,95.7,0.0548
10,"Cell and Developmental Biology ",54.8,45.2,45.2,0.1
10,"Cell and Structural Biology ",100,0,33.3,0.00715
10,"Chemical Engineering ",67.1,32.7,78.1,1.48
10,"Chemical Physics ",88.9,11.1,77.8,0.0215
10,"Chemistry ",61.6,38.2,85.6,1.74
10,"Civil Engineering ",74.9,24.9,74.8,2.79
10,"Classical Philology ",57.1,42.9,100,0.0167
10,"Classics ",57.9,42.1,100,0.0906
10,"Communication ",38.6,61.4,95.3,2.01
10,"Communications ",44.9,55.1,55.1,0.117
10,"Communications and Media ",42.9,57.1,42.9,0.0167
10,"Community Health ",22.9,77,98.5,1.31
10,"Comparative Literature ",33.3,64.1,76.9,0.093
10,"Computer Engineering ",91.6,8.21,76,1.25
10,"Computer Science ",88.4,11.6,61.2,2.79
10,"Crafts ",7.14,92.9,92.9,0.0334
10,"Creative Writing ",43.8,56.2,100,0.0381
10,"Crop Sciences ",71.6,28.4,78.9,0.462
10,"Curric Unassigned ",57.2,42.8,91.4,2.43
10,"Curriculum and Instruction ",22.5,77.5,85.4,0.212
10,"Dance ",10.1,89.9,100,0.188
10,"E Asian Languages & Cultures ",36.6,63.4,79.5,0.267
10,"Early Childhood Education ",0,100,95.5,0.105
10,"Earth Systems, Env, & Society ",53.8,46.2,95.6,0.377
10,"Ecol, Evol, Conservation Biol ",45.5,54.5,95.5,0.0524
10,"Economics ",70.6,29.4,50,2.16
10,"Ed Organization and Leadership ",40.4,59.6,97.1,0.324
10,"Educational Policy Studies ",35.6,64.4,89.3,0.355
10,"Educational Psychology ",29,71,64.5,0.222
10,"Electrical & Computer Engr ",86.5,13.5,45.8,1.2
10,"Electrical Engineering ",88.5,11.3,63.2,2.44
10,"Elementary Education ",6.17,93.5,94.8,0.734
10,"Engineering Mechanics ",85.2,14.8,81.5,0.322
10,"Engineering Physics ",88.8,11.2,87.4,0.341
10,"English ",32.2,67.7,97.9,1.94
10,"Entomology ",42.4,57.6,69.7,0.0787
10,"Environ Engr in Civil Engr ",47.6,52.4,46.4,0.2
10,"Environ Science in Civil Engr ",22.2,77.8,44.4,0.0215
10,"European Union Studies ",40,60,100,0.0119
10,"Finance ",67.2,32.8,68.4,1.38
10,"Financial Engineering ",80.8,19.2,19.2,0.062
10,"Food Science & Human Nutrition ",21.9,78.1,81.5,1.05
10,"French ",28.4,71.6,90.1,0.193
10,"Gender and Women's Studies ",0,100,100,0.0381
10,"General Curriculum ",33.1,66.9,97.5,0.281
10,"General Engineering ",76.5,23.2,90.4,1.02
10,"Geography ",65.7,34.3,75.7,0.167
10,"Geology ",65.4,34.6,83.3,0.186
10,"German ",38.1,61.9,66.7,0.0501
10,"Germanic Lang & Lit ",46.7,53.3,100,0.0358
10,"Global Studies ",27.8,72.2,91.2,0.489
10,"Graphic Design ",37.3,62.7,97,0.16
10,"Health ",25.3,74.7,98.7,0.188
10,"History ",63.6,36.2,96.5,1.43
10,"History of Art ",0,100,90.9,0.105
10,"Horticulture ",67.4,32.6,97.7,0.103
10,"Human & Community Development ",21.2,78.8,87.9,0.0787
10,"Human Development & Family St ",9.39,89.7,97.7,0.508
10,"Human Factors ",33.3,66.7,50,0.0143
10,"Human Res & Industrial Rels ",32,68,64,0.424
10,"Human Resource Education ",46.1,53.9,62.9,0.212
10,"Individual Plans of Study ",75,25,100,0.0191
10,"Industrial Design ",47.3,52.7,83,0.267
10,"Industrial Engineering ",72.1,27.9,51.2,0.479
10,"Information Sys & Info Tech ",78.1,21.9,96.9,0.0763
10,"Instrumental Music ",41.5,58.5,90.2,0.195
10,"Integrative Biology ",42.1,57.9,96.7,0.861
10,"Interdisciplinary ",43.8,56.2,100,0.0381
10,"International Studies ",25,74.2,88.6,0.315
10,"Italian ",28.6,71.4,85.7,0.0167
10,"Jazz Performance ",81.8,18.2,100,0.0787
10,"Journalism ",35,65,90,0.0477
10,"Kinesiology ",42.8,57.1,95.2,1.55
10,"Landscape Architecture ",50.4,49.6,81.1,0.303
10,"LAS - Undeclared ",35.8,64.2,100,0.226
10,"Latin American Studies ",54.5,45.5,90.9,0.0262
10,"Law ",54.8,45.2,83.7,1.75
10,"Library & Information Science ",27.8,71.9,93.3,0.78
10,"Linguistics ",36.6,63.4,69.3,0.241
10,"Management ",50.3,49.2,94.5,0.431
10,"Marketing ",33.8,66.2,98,0.479
10,"Materials Science & Engr ",77.3,22.7,71.2,1.11
10,"Math & Computer Science ",87.8,12.2,75.6,0.195
10,"Mathematics ",60.9,39.1,68.8,1.41
10,"Mechanical Engineering ",89.6,10.3,74.2,2.6
10,"Media and Cinema Studies ",53.2,46.8,90.3,0.148
10,"Media Studies ",28.8,71.2,88.1,0.141
10,"Microbiology ",35.8,64.2,68.7,0.16
10,"Molecular & Integrative Physi ",41.7,58.3,61.1,0.0858
10,"Molecular and Cellular Biology ",51.3,48.7,96.6,2.46
10,"Molecular&Cell Bio-undeclared ",44.4,55.6,55.6,0.0858
10,"Music ",48.5,51.5,63.6,0.851
10,"Music Composition ",75,25,91.7,0.0286
10,"Music Education ",49.5,50.5,98.6,0.501
10,"Music History ",37.5,62.5,87.5,0.0191
10,"Musicology ",50,50,64.3,0.0334
10,"Natural Res & Env Sciences ",60,40,74.3,0.167
10,"Natural Resrcs & Environ Sci ",54.5,45.5,92.5,0.446
10,"Neuroscience ",41.4,58.6,82.8,0.138
10,"New Media ",32,68,92,0.0596
10,"News-Editorial ",30.4,69.6,98.3,0.431
10,"Nondegree-CE ",37.6,62.4,100,0.241
10,"Nuclear Engineering ",86.1,13.9,77,0.291
10,"Nuclear, Plasma, Radiolgc Engr ",83.9,16.1,78.8,0.281
10,"Nutritional Sciences ",28.1,71.9,77.2,0.136
10,"Open Studies ",37.5,62.5,87.5,0.0191
10,"Painting ",25.7,74.3,88.6,0.0834
10,"Philosophy ",82.4,17.6,93.6,0.298
10,"Photography ",25,75,97.2,0.0858
10,"Physics ",86.2,13.6,64.4,1.07
10,"Plant Biology ",42.5,57.5,90,0.0954
10,"Political Science ",62.4,37.6,95.1,2.18
10,"Portuguese ",50,50,50,0.00477
10,"Pre-Early Chld/Elem Ed/Spec Ed ",7.32,92.7,98.6,0.684
10,"Professional Pilot ",93.8,6.25,95.8,0.114
10,"Psychology ",32.2,67.6,91.2,3.45
10,"Public Health ",38.5,61.5,92.3,0.031
10,"Recreation, Sport, and Tourism ",62.9,36.9,91.8,0.899
10,"Regional Planning ",62.5,37.5,50,0.0572
10,"Rehabilitation ",33.3,66.7,100,0.0143
10,"Religion ",53.3,46.7,100,0.0358
10,"Religious Studies ",37.5,62.5,100,0.0191
10,"Rhetoric ",57.4,42.6,98.1,0.257
10,"Russian & E European Studies ",100,0,100,0.00954
10,"Russian Lang & Literature ",75,25,100,0.00954
10,"Russian, E Eur, Eurasian St ",61.5,38.5,100,0.031
10,"Sculpture ",33.3,66.7,100,0.00715
10,"Secondary & Continuing Educ ",36.4,63.6,42.4,0.0787
10,"Secondary Education ",46.2,53.8,100,0.031
10,"Slavic Languages & Literature ",14.3,85.7,57.1,0.0334
10,"Social Work ",11.1,88.9,95.1,0.732
10,"Sociology ",39.4,60.6,92,0.98
10,"Spanish ",21.7,78.3,93.4,0.539
10,"Special Education ",12.1,87.9,95,0.334
10,"Speech & Hearing Science ",4.17,95.8,97.6,0.801
10,"Speech Communication ",35.4,64.6,98.7,0.188
10,"Statistics ",59.3,40.7,57.6,0.422
10,"Statistics & Computer Science ",63.2,36.8,52.6,0.0453
10,"Supply Chain Management ",61.5,38.5,92.3,0.124
10,"Systems & Entrepreneurial Engr ",80.8,19.2,50,0.062
10,"Taxation ",55.2,44.8,89.7,0.0691
10,"Teaching of Biological Science ",50,50,100,0.00477
10,"Teaching of Chemistry ",100,0,100,0.00477
10,"Teaching of English Sec Lang ",16.9,83.1,52.5,0.141
10,"Teaching of French ",0,100,100,0.00954
10,"Teaching of German ",33.3,66.7,100,0.00715
10,"Teaching of Latin ",0,100,100,0.00238
10,"Teaching of Mathematics ",75,25,100,0.00954
10,"Teaching of Physics ",100,0,100,0.00238
10,"Teaching of Spanish ",24,76,100,0.0596
10,"Technical Systems Management ",93.3,6.71,94.6,0.355
10,"Technology Management ",71.2,28.8,6.78,0.141
10,"Theatre ",40.3,59.1,92,0.42
10,"Theoretical & Applied Mechans ",82.2,17.8,51.1,0.107
10,"Undeclared ",53.1,46.9,92,6.98
10,"Urban Planning ",57,43,89.3,0.355
10,"Veterinary Medicine ",19.9,79.7,99.8,1.14
10,"VMS - Pathobiology ",20,80,80,0.0119
10,"VMS - Veterinary Biosciences ",33.3,66.7,53.3,0.0358
10,"VMS - Veterinary Pathobiology ",57.1,42.9,57.1,0.0334
10,"VMS-Veterinary Clinical Medcne ",28.1,71.9,75,0.0763
10,"Voice ",18.8,81.2,100,0.0763
11,"Accountancy ",51,49,70.7,3.04
11,"Actuarial Science ",57,43,63.8,0.655
11,"Advertising ",30.5,69.5,88.1,1.54
11,"Aerospace Engineering ",86.2,13.8,80.1,1.19
11,"African American Studies ",100,0,66.7,0.00704
11,"African Studies ",83.3,16.7,66.7,0.0141
11,"Agr & Consumer Economics ",66.9,33.1,85.9,1.41
11,"Agr & Environmental Cmc & Educ ",24.4,75.6,98.7,0.183
11,"Agr Engineering & Agr Science ",85.7,14.3,100,0.0493
11,"Agricultural & Applied Econ ",45.9,54.1,37.8,0.0868
11,"Agricultural & Biological Engr ",70.1,29.9,73.7,0.455
11,"Agricultural Communications ",0,100,100,0.0164
11,"Agricultural Education ",12.5,87.5,100,0.0188
11,"Agricultural Engineering ",70,30,60,0.0235
11,"Agricultural Production ",50,50,87.5,0.0188
11,"Animal Sciences ",23.2,76.6,92.9,1.31
11,"Anthropology ",31.2,68.8,93.2,0.481
11,"Applied Mathematics ",67.9,32.1,17.9,0.0657
11,"Architectural Studies ",56.4,43.6,84.4,1.19
11,"Architecture ",59.8,40.2,78.1,0.514
11,"Art and Design ",51.3,48.7,76.9,0.0915
11,"Art Education ",20.7,78,89,0.192
11,"Art Foundation ",31.5,68.5,90.7,0.253
11,"Art History ",15.4,84.6,76.9,0.061
11,"Asian Studies ",62.5,37.5,75,0.0188
11,"Astronomy ",59.4,40.6,75,0.15
11,"Athletic Training ",29.4,70.6,100,0.0399
11,"Atmospheric Sciences ",59.1,40.9,88.2,0.298
11,"Audiology ",27.8,72.2,100,0.0422
11,"Aviation Human Factors ",92.9,7.14,97.1,0.164
11,"Biochemistry ",55.8,44.2,74.5,0.488
11,"Bioenergy ",83.3,16.7,91.7,0.0282
11,"Bioengineering ",58,42,88.3,0.542
11,"Bioinformatics ",80,20,33.3,0.0352
11,"Biology ",42.5,57.5,95.6,1.92
11,"Biophysics & Computnl Biology ",78.6,21.4,37.1,0.164
11,"Broadcast Journalism ",35,65,94.9,0.368
11,"Business Administration ",56.8,43.2,27.3,0.103
11,"Business Administration (MBA) ",73,27,72.1,0.807
11,"Business Process Management ",58.1,41.9,93.5,0.0728
11,"Cell and Developmental Biology ",47.4,52.6,42.1,0.0892
11,"Cell and Structural Biology ",100,0,0,0.00469
11,"Chemical Engineering ",66.9,33.1,80.7,1.51
11,"Chemical Physics ",80,20,60,0.0235
11,"Chemistry ",61,39,81.7,1.77
11,"Civil Engineering ",75.8,24.1,71,2.76
11,"Classical Philology ",62.5,37.5,100,0.0188
11,"Classics ",57.7,42.3,96.2,0.061
11,"Communication ",40.9,59,93.5,2.03
11,"Communications ",42.1,57.9,55.3,0.0892
11,"Communications and Media ",33.3,66.7,53.3,0.0352
11,"Community Health ",25.6,74,98,1.42
11,"Comparative Literature ",31.2,62.5,71.9,0.0751
11,"Computer Engineering ",92.6,7.4,76.2,1.43
11,"Computer Science ",88.7,11.3,60.5,2.88
11,"Crafts ",16.7,83.3,91.7,0.0282
11,"Creative Writing ",43.8,56.2,100,0.0376
11,"Crop Sciences ",74.2,25.8,79.3,0.465
11,"Curric Unassigned ",56.5,43.5,90.1,2.42
11,"Curriculum and Instruction ",18.2,81.8,80.2,0.284
11,"Dance ",8.7,91.3,100,0.162
11,"E Asian Languages & Cultures ",34,66,76.7,0.242
11,"Early Childhood Education ",0,100,97.4,0.0915
11,"Earth Systems, Env, & Society ",50.9,49.1,93.5,0.253
11,"Earth, Society, & Environment ",64,36,88,0.0587
11,"Ecol, Evol, Conservation Biol ",43.5,56.5,91.3,0.054
11,"Economics ",67.1,32.9,42.8,2.18
11,"Ed Organization and Leadership ",41.3,58.7,98.6,0.336
11,"Educational Policy Studies ",37,63,94.1,0.317
11,"Educational Psychology ",22.8,77.2,60.8,0.185
11,"Electrical & Computer Engr ",87.6,12.4,45.8,1.12
11,"Electrical Engineering ",88.2,11.8,61.5,2.65
11,"Elementary Education ",7.19,92.5,97.1,0.718
11,"Engineering Mechanics ",88.7,11.3,82.4,0.333
11,"Engineering Physics ",90.8,9.21,88.8,0.357
11,"English ",30.7,69.2,97.4,1.64
11,"Entomology ",42.9,57.1,74.3,0.0821
11,"Environ Engr in Civil Engr ",41.7,58.3,46.9,0.225
11,"Environ Science in Civil Engr ",57.1,42.9,42.9,0.0164
11,"European Union Studies ",25,75,100,0.0188
11,"Finance ",67.7,32.3,64.4,1.55
11,"Financial Engineering ",75.4,24.6,21.7,0.162
11,"Food Science & Human Nutrition ",21.7,78.3,79.9,1.16
11,"French ",29.9,70.1,90.9,0.181
11,"Gender and Women's Studies ",18.8,81.2,100,0.0376
11,"General Curriculum ",51.9,48.1,100,0.0634
11,"General Engineering ",79.9,20.1,88,0.901
11,"Geography ",69.8,30.2,73,0.148
11,"Geology ",58.5,41.5,81.5,0.153
11,"German ",43.8,56.2,62.5,0.0376
11,"Germanic Lang & Lit ",28.6,71.4,100,0.0329
11,"Global Studies ",28.9,71.1,92,0.617
11,"Graphic Design ",38.6,61.4,98.6,0.164
11,"Health ",23.7,76.3,100,0.326
11,"Health Communication ",0,100,100,0.00235
11,"History ",63.5,36.3,96.2,1.24
11,"History of Art ",4.65,95.3,90.7,0.101
11,"Horticulture ",63.6,36.4,97,0.0775
11,"Human & Community Development ",25,75,92.9,0.0657
11,"Human Development & Family St ",7.34,92.7,99.1,0.512
11,"Human Factors ",100,0,100,0.00235
11,"Human Res & Industrial Rels ",29.3,70.7,67.5,0.448
11,"Human Resource Education ",43.2,56.8,60.8,0.174
11,"Individual Plans of Study ",80,20,100,0.0117
11,"Industrial Design ",46.2,53.8,77.8,0.275
11,"Industrial Engineering ",74.3,25.7,50.9,0.53
11,"Informatics ",100,0,100,0.00469
11,"Information Sys & Info Tech ",80,20,91.4,0.0821
11,"Instrumental Music ",44.9,55.1,92.1,0.209
11,"Integrative Biology ",44.2,55.8,95.2,1.03
11,"Interdisciplinary ",60,40,100,0.0235
11,"International Studies ",25.5,72.3,83,0.11
11,"Italian ",50,50,83.3,0.0141
11,"Jazz Performance ",85.2,14.8,100,0.0634
11,"Journalism ",30.8,69.2,84.6,0.0305
11,"Kinesiology ",41.7,58.2,95.1,1.52
11,"Landscape Architecture ",44.9,55.1,72.9,0.277
11,"LAS - Undeclared ",39,61,99.4,0.415
11,"Latin American Studies ",50,50,91.7,0.0282
11,"Latina/Latino Studies ",37.5,62.5,100,0.0188
11,"Law ",55.1,44.9,83.8,1.71
11,"Library & Information Science ",28.1,71.9,92.4,0.744
11,"Linguistics ",39.8,60.2,73.8,0.242
11,"Management ",51.3,48.7,96.7,0.352
11,"Marketing ",35.1,64.9,94.6,0.481
11,"Materials Science & Engr ",77.3,22.7,69.5,1.28
11,"Math & Computer Science ",88.9,11.1,69.4,0.169
11,"Mathematics ",60.6,39.4,61.8,1.51
11,"Mechanical Engineering ",87.9,11.9,73,2.48
11,"Media and Cinema Studies ",50,50,91.5,0.277
11,"Media Studies ",16.7,83.3,83.3,0.0282
11,"Microbiology ",35,65,71.7,0.141
11,"Molecular & Integrative Physi ",48.4,51.6,67.7,0.0728
11,"Molecular and Cellular Biology ",52.8,47.2,95,2.47
11,"Molecular&Cell Bio-undeclared ",60.5,39.5,47.4,0.0892
11,"Music ",48.3,51.2,62.1,0.812
11,"Music Composition ",66.7,33.3,88.9,0.0211
11,"Music Education ",47.6,52.4,100,0.444
11,"Music History ",40,60,100,0.0117
11,"Musicology ",47.4,52.6,68.4,0.0446
11,"Natural Res & Env Sciences ",57.7,42.3,78.2,0.183
11,"Natural Resrcs & Environ Sci ",51.9,48.1,91.5,0.552
11,"Neuroscience ",45,55,80,0.141
11,"New Media ",33.3,66.7,95.8,0.0563
11,"News-Editorial ",27.2,72.8,97,0.397
11,"Nondegree-CE ",28.8,71.2,100,0.244
11,"Nuclear Engineering ",83.1,16.9,84.7,0.138
11,"Nuclear, Plasma, Radiolgc Engr ",88,12,78.5,0.491
11,"Nutritional Sciences ",28.6,71.4,81.6,0.115
11,"Open Studies ",50,50,100,0.0141
11,"Painting ",25.6,74.4,93,0.101
11,"Philosophy ",76.7,23.3,93.8,0.303
11,"Photography ",26.2,73.8,100,0.0986
11,"Physics ",86,14,62.9,1.19
11,"Plant Biology ",39,61,85.4,0.0962
11,"Plant Pathology ",0,100,0,0.00235
11,"Political Science ",61,39,94.9,1.94
11,"Portuguese ",50,50,50,0.00939
11,"Pre-Early Chld/Elem Ed/Spec Ed ",6.67,93.3,98.9,0.634
11,"Professional Pilot ",96.2,3.85,100,0.061
11,"Psychology ",31.6,68.2,89,3.39
11,"Public Health ",26.7,73.3,90,0.0704
11,"Recreation, Sport, and Tourism ",64.7,35.3,92,0.878
11,"Regional Planning ",56.5,43.5,43.5,0.054
11,"Rehabilitation ",30,70,100,0.0235
11,"Religion ",63.2,36.8,100,0.0446
11,"Religious Studies ",20,80,100,0.0117
11,"Rhetoric ",45.8,54.2,100,0.251
11,"Russian & E European Studies ",50,50,100,0.00469
11,"Russian Lang & Literature ",33.3,66.7,66.7,0.00704
11,"Russian, E Eur, Eurasian St ",50,50,100,0.0141
11,"Sculpture ",66.7,33.3,83.3,0.0141
11,"Secondary & Continuing Educ ",28,72,36,0.0587
11,"Secondary Education ",25,75,100,0.0188
11,"Slavic Languages & Literature ",13.3,86.7,60,0.0352
11,"Social Work ",13.2,86.8,95.4,0.873
11,"Sociology ",39.3,60.7,91.8,0.77
11,"Spanish ",24.5,75.5,93.6,0.479
11,"Special Education ",12.1,87.9,96.2,0.31
11,"Speech & Hearing Science ",4.14,95.9,97.8,0.85
11,"Speech Communication ",46.2,53.8,84.6,0.0305
11,"Statistics ",57.3,42.7,55.5,0.516
11,"Statistics & Computer Science ",68.8,31.2,50,0.0376
11,"Supply Chain Management ",54,46,94,0.117
11,"Systems & Entrepreneurial Engr ",68.4,31.6,47.4,0.0446
11,"Taxation ",28.6,71.4,81,0.0493
11,"Teaching of Biological Science ",100,0,100,0.00235
11,"Teaching of English Sec Lang ",16.3,83.7,57.1,0.115
11,"Teaching of French ",0,100,100,0.00469
11,"Teaching of German ",0,100,100,0.00235
11,"Teaching of Latin ",0,100,100,0.00469
11,"Teaching of Mathematics ",83.3,16.7,100,0.0141
11,"Teaching of Physics ",66.7,33.3,100,0.00704
11,"Teaching of Spanish ",11.5,88.5,100,0.061
11,"Technical Systems Management ",92.3,7.69,91.8,0.458
11,"Technology Management ",69.1,29.6,17.3,0.19
11,"Theatre ",44.6,55.4,93.1,0.411
11,"Theoretical & Applied Mechans ",78.7,21.3,48.9,0.11
11,"Undeclared ",54.8,45.2,91.2,6.87
11,"Urban Planning ",58.1,41.9,83.9,0.364
11,"Veterinary Medicine ",20.1,79.7,99.8,1.16
11,"VMS - Comparative Biosciences ",50,50,100,0.00469
11,"VMS - Pathobiology ",44.4,55.6,77.8,0.0211
11,"VMS - Veterinary Biosciences ",38.5,61.5,61.5,0.0305
11,"VMS - Veterinary Pathobiology ",63.6,36.4,72.7,0.0258
11,"VMS-Veterinary Clinical Medcne ",23.3,76.7,93.3,0.0704
11,"Voice ",23.3,76.7,96.7,0.0704
12,"Accountancy ",50.4,49.6,71.1,3.19
12,"Actuarial Science ",58.7,41.3,66,0.672
12,"Advertising ",28.1,71.9,88.5,1.49
12,"Aerospace Engineering ",85.7,14.3,79.8,1.14
12,"African American Studies ",45.5,54.5,90.9,0.0257
12,"African Studies ",75,25,75,0.00933
12,"Agr & Consumer Economics ",66.1,33.9,86.2,1.5
12,"Agr & Environmental Cmc & Educ ",21.1,78.9,94.7,0.0443
12,"Agr Engineering & Agr Science ",75,25,100,0.00933
12,"Agric Leadership & Sci Educ ",51.2,48.8,95.3,0.1
12,"Agricultural & Applied Econ ",46.3,53.7,40.7,0.126
12,"Agricultural & Biological Engr ",72.9,27.1,73.6,0.602
12,"Agricultural Communications ",21.1,78.9,100,0.0443
12,"Agricultural Education ",20,80,100,0.0117
12,"Agricultural Engineering ",100,0,50,0.00466
12,"Agricultural Production ",55.6,44.4,77.8,0.021
12,"Animal Sciences ",24.4,75.6,93.2,1.37
12,"Anthropology ",30.5,69.5,91.6,0.527
12,"Applied Mathematics ",48.4,51.6,16.1,0.0723
12,"Architectural Studies ",56.8,43.2,81.1,1.12
12,"Architecture ",59.2,40.8,76,0.457
12,"Art and Design ",33.3,66.7,79.5,0.0909
12,"Art Education ",23.9,76.1,87.3,0.166
12,"Art Foundation ",26,74,83.7,0.287
12,"Art History ",12.5,87.5,70.8,0.056
12,"Asian Studies ",83.3,16.7,83.3,0.014
12,"Astronomy ",64.1,35.9,76.6,0.149
12,"Athletic Training ",0,100,100,0.00233
12,"Atmospheric Sciences ",59.8,40.2,88.9,0.273
12,"Audiology ",18.8,81.2,100,0.0373
12,"Aviation Human Factors ",92.3,7.69,100,0.0909
12,"Biochemistry ",62.1,37.9,75.9,0.522
12,"Bioenergy ",77.8,22.2,77.8,0.021
12,"Bioengineering ",56,44,88,0.604
12,"Bioinformatics ",63.6,36.4,72.7,0.0257
12,"Biology ",43.6,56.4,94.3,1.63
12,"Biophysics & Computnl Biology ",79.1,20.9,38.8,0.156
12,"Broadcast Journalism ",38.3,61.7,96,0.347
12,"Business Administration ",53.2,46.8,27.7,0.11
12,"Business Administration (MBA) ",70.3,29.7,72.6,0.935
12,"Business Process Management ",59.4,40.6,90.6,0.0746
12,"Cell and Developmental Biology ",48.7,51.3,35.9,0.0909
12,"Chemical Engineering ",67.5,32.5,81.4,1.53
12,"Chemical Physics ",77.8,22.2,66.7,0.021
12,"Chemistry ",61.8,38.2,79.1,1.87
12,"Civil Engineering ",75.8,24.2,67.9,2.89
12,"Classical Philology ",55.6,44.4,100,0.021
12,"Classics ",52,48,92,0.0583
12,"Communication ",41.9,58,92.1,2.04
12,"Communications ",41.4,58.6,55.2,0.0676
12,"Communications and Media ",38.1,61.9,52.4,0.049
12,"Community Health ",27.7,72.3,98.2,1.57
12,"Comparative Literature ",44.4,55.6,70.4,0.063
12,"Computer Engineering ",91.1,8.9,75.5,1.63
12,"Computer Science ",88.4,11.6,58.4,3.23
12,"Crafts ",21.4,78.6,85.7,0.0326
12,"Creative Writing ",25,75,100,0.0373
12,"Crop Sciences ",71.9,28.1,80.3,0.532
12,"Curric Unassigned ",57.8,42.2,89,2.15
12,"Curriculum and Instruction ",21.2,78.8,81.4,0.264
